Uri,Paint,Author,Museum,Genre,Movement,Content
http://www.wikidata.org/entity/Q3937435,Equestrian portrait of Prince Tomaso of Savoy-Carignan (1595–1656),Anthony van Dyck,Sabauda Gallery,equestrian portrait,Baroque,uomo equitazione militare merletto tenda colonna nuvola capelli lunghi morso colletto piante panneggio Tommaso Francesco di Savoia pizzetto Bastone da feldmaresciallo staffa militare capelli lunghi staffa panneggio morso cielo sciarpa (distintivo) colletto sciarpa (distintivo) porta baffi pizzetto colonna porta baffi cavallo piante nuvola Bastone da feldmaresciallo equitazione testiera tenda armatura merletto Tommaso Francesco di Savoia cielo uomo armatura cavallo testiera
http://www.wikidata.org/entity/Q3937427,Portrait of Cardinal Guido Bentivoglio,Anthony van Dyck,Galleria Palatina,portrait,Baroque,Guido Bentivoglio
http://www.wikidata.org/entity/Q3910929,The Presentation of the Virgin at the Temple,Titian,Gallerie dell'Accademia,religious art,Venetian school,Maria
http://www.wikidata.org/entity/Q3910087,St. Mark Preaching in Alexandria,Gentile Bellini,Pinacoteca di Brera,religious art,Renaissance,Alessandria d'Egitto obelisco dromedario obelisco dromedario Alessandria d'Egitto Giraffa settentrionale Marco evangelista Marco evangelista Giraffa settentrionale
http://www.wikidata.org/entity/Q3907473,Averoldi Polyptych,Titian,Brescia,religious art,Venetian school,uomo Annunciazione Gesù Maria donna angelo
http://www.wikidata.org/entity/Q3889243,Altarpiece Gambassi,Andrea del Sarto,Galleria Palatina,religious art,High Renaissance,Bambino Gesù donna madre ragazzo capelli lunghi Maria Maddalena Maria
http://www.wikidata.org/entity/Q3889203,Gozzi Altarpiece,Titian,"Pinacoteca civica ""Francesco Podesti""",religious art,Venetian school,Bambino Gesù Francesco d'Assisi apparizioni e altre manifestazioni mariane Biagio di Sebaste
http://www.wikidata.org/entity/Q3885620,Orpheus and Eurydice,Titian,Accademia Carrara,mythological painting,Venetian school,Euridice Orfeo
http://www.wikidata.org/entity/Q3877890,Noli me tangere,Andrea del Sarto,Museum of the Last Supper of Andrea del Sarto,religious art,High Renaissance,"croce parterre gimnopodismo capelli lunghi torso nudo albero Ars topiaria donna vestita, uomo nudo uomo giardino erba collina Prospettiva aerea meandro Maria Maddalena corso d'acqua paesaggio chiasmo Gesù cielo montagna donna nuvola"
http://www.wikidata.org/entity/Q3873239,Nativity of Christ with angels,Parmigianino,Doria Pamphilj Gallery,religious art,High Renaissance,Bambino Gesù Maria ragazzo donna
http://www.wikidata.org/entity/Q3870475,The Birth of Adonis,Titian,Civic Museums of Padua,mythological painting,Venetian school,parto Adone
http://www.wikidata.org/entity/Q3850323,The Martyrdom of Saint Erasmus,Nicolas Poussin,Pinacoteca Vaticana,religious art,Classicism,Erasmo di Formia
http://www.wikidata.org/entity/Q3850318,Martyrdom of Saint Agatha,Giovanni Battista Tiepolo,Basilica of Saint Anthony of Padua,religious art,Rococo,Sant'Agata
http://www.wikidata.org/entity/Q3842767,Madonna enthroned with child and two musical angels,Hans Memling,Uffizi,religious art,Flemish Primitives,madre Maria Bambino Gesù ragazzo donna
http://www.wikidata.org/entity/Q3842700,The Madonna and Child with the Infant Saint John the Baptist and Saint Anthony Abbot,Titian,Uffizi,religious art,Venetian school,Rosa madre Maria donna Antonio abate Bambino Gesù ragazzo San Giovannino
http://www.wikidata.org/entity/Q3842642,Madonna Casini,Masaccio,Uffizi Gallery,religious art,Italian Renaissance,Maria
http://www.wikidata.org/entity/Q3842594,Madonna and the Child between Saints Catherine and Mary Magdalene,Giovanni Bellini,Gallerie dell'Accademia,religious art,Renaissance,capelli lunghi Maria Maddalena ragazzo Bambino Gesù Maria Caterina d'Alessandria madre donna
http://www.wikidata.org/entity/Q3842591,Madonna with Child in glory and with Saints Andrew and Peter,Titian,Serravalle Cathedral,religious art,Venetian school,ragazzo madre Maria Pietro apostolo Andrea apostolo Bambino Gesù donna
http://www.wikidata.org/entity/Q3842413,Madonna and Child in a landscape,Titian,Accademia Carrara,religious art,Venetian school,madre Maria Bambino Gesù ragazzo donna
http://www.wikidata.org/entity/Q3794586,The Martyrdom of Saint Bartholomeo,Giovanni Battista Tiepolo,San Stae,religious art,Rococo,Bartolomeo apostolo
http://www.wikidata.org/entity/Q3784247,La Bella,Titian,Palazzo Pitti,portrait,Venetian school,Eleonora Gonzaga della Rovere Isabella d'Este capelli lunghi collana orecchino donna abito da donna Angela del Moro
http://www.wikidata.org/entity/Q3754067,The Flight into Egypt,Jacopo Tintoretto,Scuola Grande di San Rocco,religious art,mannerism,ragazzo Bambino Gesù ragazzo Maria donna Bambino Gesù donna Maria
http://www.wikidata.org/entity/Q3715966,Two Venetian Ladies,Vittore Carpaccio,Museo Correr,genre art,Italian Renaissance,Columbidae bambino collana fazzoletto cane donna donna fazzoletto pianella collana bambino Columbidae cane pianella
http://www.wikidata.org/entity/Q3710271,Disputation of St Stephen,Vittore Carpaccio,Pinacoteca di Brera,religious art,Italian Renaissance,Conflict Stefano
http://www.wikidata.org/entity/Q3698229,Crucifixion of St. Peter,Luca Giordano,Gallerie dell'Accademia,religious art,Baroque,Pietro apostolo
http://www.wikidata.org/entity/Q3698216,Saint Dominic adoring the Crucifixion,Fra Angelico,Museum of San Marco,religious art,Italian Renaissance,Domenico di Guzmán
http://www.wikidata.org/entity/Q3697665,Christ Carrying the Cross,Titian,Scuola Grande di San Rocco,religious art,Venetian school,Gesù uomo
http://www.wikidata.org/entity/Q3680519,Cleopatra,Artemisia Gentileschi,Ferrara,nude,Caravaggisti,topless sovrappeso ombelico Vipera aspis spalla Cleopatra posizione seduta morso di serpent i love cheese mammella posizione seduta panneggio topless morso di serpent i love cheese panneggio sovrappeso Vipera aspis donna capelli lunghi Cleopatra spalla capelli lunghi suicidio suicidio mammella ombelico
http://www.wikidata.org/entity/Q3636748,The Baptism of Christ,Titian,Capitoline Museums,religious art,Venetian school,uomo Gesù
